MethodID,package,class,method,LOC,CYCLO,ATFD,LAA,is_long_method,iPlasma,PMD,is_feature_envy
209,org.lnicholls.galleon.apps.desktop,DesktopConfiguration,setName(String),9,3,0,1,FALSE,FALSE,FALSE,FALSE
210,org.lnicholls.galleon.apps.desktop,DesktopConfiguration,setModified(boolean),5,1,0,1,FALSE,FALSE,FALSE,FALSE
211,org.lnicholls.galleon.apps.desktop,Desktop.DesktopScreen,update(),137,7,0,0,FALSE,FALSE,FALSE,FALSE
212,org.lnicholls.galleon.apps.email,org.lnicholls.galleon.apps.email.Email$3,run(),235,25,10,0,TRUE,TRUE,TRUE,TRUE
213,org.lnicholls.galleon.apps.internetSlideshows,InternetSlideshows,getPhotoDescriptions(String),177,21,0,0,TRUE,TRUE,TRUE,FALSE
214,org.lnicholls.galleon.widget,DefaultApplication,init(IContext),77,7,10,0.090909,FALSE,FALSE,FALSE,TRUE
215,org.lnicholls.galleon.database,PersistentValueManager,savePersistentValue(String;String;Date;int),120,12,0,1,TRUE,TRUE,TRUE,FALSE
216,org.lnicholls.galleon.apps.traffic,Traffic,getTrafficResults(String;String;String;String;String),193,21,0,1,TRUE,TRUE,TRUE,FALSE
217,org.lnicholls.galleon.server,TiVoListener,resolveService(JmDNS;String;String;ServiceInfo),177,20,9,0.428571,TRUE,TRUE,TRUE,FALSE
218,org.webcurator.core.harvester.agent,HarvestAgentFactoryImpl,getHarvestAgent(String;int),6,1,2,0,FALSE,FALSE,FALSE,FALSE
219,org.webcurator.core.harvester.agent,HarvestAgentFactoryImpl,getLogReader(String;int),3,1,1,0,FALSE,FALSE,FALSE,FALSE
220,org.webcurator.core.harvester.agent,HarvesterStatusUtil,formatTime(long),22,1,0,0,FALSE,FALSE,FALSE,FALSE
221,org.webcurator.ui.intray.controller,InTrayController,processFormSubmission(HttpServletRequest;HttpServletResponse;Object;BindException),47,13,13,0.071429,FALSE,FALSE,FALSE,TRUE
222,org.webcurator.core.profiles,ProfileManager,createDefaultProfile(Agency),13,1,11,0.153846,FALSE,FALSE,FALSE,TRUE
223,org.webcurator.ui.tools.controller,TreeToolController,handle(HttpServletRequest;HttpServletResponse;Object;BindException),363,47,32,0.177778,TRUE,TRUE,TRUE,TRUE
224,org.webcurator.ui.tools.controller,BrowseController,handle(HttpServletRequest;HttpServletResponse;Object;BindException),136,20,4,0.6,TRUE,TRUE,TRUE,FALSE
225,org.webcurator.core.targets,TargetManagerImpl,createBatchTargetInstances(AbstractTarget;Schedule;TargetGroup;boolean),127,23,28,0.151515,TRUE,TRUE,TRUE,TRUE
226,org.webcurator.core.targets,TargetManagerImpl,createTargetInstances(AbstractTarget;Schedule;boolean),142,26,29,0.171429,TRUE,TRUE,TRUE,TRUE
227,org.webcurator.ui.admin.controller,CreateUserController,processFormSubmission(HttpServletRequest;HttpServletResponse;Object;BindException),157,15,52,0.103448,TRUE,TRUE,TRUE,TRUE
228,org.webcurator.ui.target.controller,TargetSchedulesHandler,processOther(TabbedController;Tab;HttpServletRequest;HttpServletResponse;Object;BindException),139,17,16,0.2,TRUE,TRUE,TRUE,TRUE
229,org.webcurator.ui.target.controller,LogReaderController,handle(HttpServletRequest;HttpServletResponse;Object;BindException),160,26,22,0.153846,TRUE,TRUE,TRUE,TRUE
230,org.webcurator.ui.target.controller,TargetSeedsHandler,processOther(TabbedController;Tab;HttpServletRequest;HttpServletResponse;Object;BindException),391,54,42,0.125,TRUE,TRUE,TRUE,TRUE
231,proguard.optimize.info,CaughtClassFilter,CaughtClassFilter(ClassVisitor),4,1,0,1,FALSE,FALSE,FALSE,FALSE
232,proguard.optimize.info,CaughtClassFilter,visitProgramClass(ProgramClass),7,2,0,1,FALSE,FALSE,FALSE,FALSE
233,proguard.optimize.info,CaughtClassFilter,visitLibraryClass(LibraryClass),7,2,0,1,FALSE,FALSE,FALSE,FALSE
234,proguard.optimize.info,ReadWriteFieldMarker,visitConstantInstruction(Clazz;Method;CodeAttribute;int;ConstantInstruction),32,7,8,0.2,FALSE,FALSE,FALSE,TRUE
235,proguard.optimize.info,SideEffectInstructionChecker,visitSimpleInstruction(Clazz;Method;CodeAttribute;int;SimpleInstruction),29,19,18,0.1,FALSE,FALSE,FALSE,TRUE
236,proguard.retrace,ReTrace,execute(),241,36,0,1,TRUE,TRUE,TRUE,FALSE
237,org.apache.roller.planet.util,Utilities,stripJsessionId(String),14,3,0,0,FALSE,FALSE,FALSE,FALSE
238,org.apache.roller.planet.util,Utilities,escapeHTML(String),3,1,0,0,FALSE,FALSE,FALSE,FALSE
239,org.apache.roller.planet.util,Utilities,escapeHTML(String;boolean),11,2,0,0,FALSE,FALSE,FALSE,FALSE
240,org.apache.roller.planet.util,MailUtil,sendMessage(Session;String;String[];String[];String[];String;String;String),91,17,0,1,TRUE,TRUE,TRUE,FALSE
241,org.apache.roller.weblogger.ui.struts2.core,Profile,save(),46,6,13,0.2,FALSE,FALSE,FALSE,TRUE
242,org.apache.roller.weblogger.webservices.xmlrpc,MetaWeblogAPIHandler,newPost(String;String;String;Hashtable;boolean),95,15,18,0.142857,TRUE,TRUE,TRUE,TRUE
243,org.apache.roller.weblogger.util,MailUtil,sendEmailNotification(WeblogEntryComment;RollerMessages;I18nMessages;boolean),228,29,3,0.4,TRUE,TRUE,TRUE,FALSE
244,org.apache.roller.weblogger.ui.core.util.menu,MenuHelper,buildMenu(ParsedMenu;String;User;Weblog),106,19,19,0.05,TRUE,TRUE,TRUE,TRUE
245,com.mvnforum.user,MessageFolderWebHandler,MessageFolderWebHandler(),2,1,0,0,FALSE,FALSE,FALSE,FALSE
246,com.mvnforum.user,MessageFolderWebHandler,prepareAdd(GenericRequest),16,2,1,1,FALSE,FALSE,FALSE,FALSE
247,com.mvnforum.user,MessageFolderWebHandler,processAdd(GenericRequest),33,3,2,1,FALSE,FALSE,TRUE,FALSE
248,com.mvnforum.user,MessageFolderWebHandler,prepareList(GenericRequest),36,4,7,0.2,FALSE,FALSE,FALSE,TRUE
249,com.mvnforum.user,MessageFolderWebHandler,prepareDelete(GenericRequest),43,7,7,0.2,FALSE,FALSE,FALSE,TRUE
250,com.mvnforum.user,WatchWebHandler,sendMail_forMember(int;String;Timestamp),135,18,13,0.125,TRUE,TRUE,TRUE,TRUE
251,com.mvnforum.user,PmAttachmentWebHandler,processAdd(GenericRequest;GenericResponse),271,33,31,0.178571,TRUE,TRUE,TRUE,TRUE
252,com.mvnforum.user,AttachmentWebHandler,processSearchAttachments(GenericRequest;GenericResponse),102,15,13,0.2,TRUE,TRUE,TRUE,TRUE
253,com.mvnforum.auth,OnlineUserFactoryImpl,getAuthenticatedUser(GenericRequest;GenericResponse;String;String;boolean),115,20,22,0.034483,TRUE,TRUE,TRUE,TRUE
254,org.archive.crawler.framework,AbstractTracker,AbstractTracker(String;String),7,1,1,1,FALSE,FALSE,FALSE,FALSE
255,org.archive.crawler.framework,AbstractTracker,initialize(CrawlController),7,1,0,1,FALSE,FALSE,FALSE,FALSE
256,org.archive.crawler.framework,AbstractTracker,run(),31,6,1,0.75,FALSE,FALSE,FALSE,FALSE
257,org.archive.extractor,RegexpHTMLLinkExtractor,processGeneralTag(CharSequence;CharSequence),125,30,1,0.928571,TRUE,TRUE,TRUE,FALSE
258,org.archive.crawler.admin.ui,JobConfigureUtils,handleJobAction(CrawlJobHandler;HttpServletRequest;HttpServletResponse;String;String;String),118,40,1,0.923077,TRUE,TRUE,TRUE,FALSE
259,org.archive.crawler.settings,CrawlSettingsSAXHandler,CrawlSettingsSAXHandler(CrawlerSettings),54,1,34,0.081081,FALSE,FALSE,FALSE,TRUE
260,net.sourceforge.ganttproject.filter,GanttXMLFileFilter,GanttXMLFileFilter(),3,1,0,0,FALSE,FALSE,FALSE,FALSE
261,net.sourceforge.ganttproject.filter,ExtensionBasedFileFilter,ExtensionBasedFileFilter(String;String),4,1,0,1,FALSE,FALSE,FALSE,FALSE
262,net.sourceforge.ganttproject.filter,ExtensionBasedFileFilter,accept(File),6,2,0,0,FALSE,FALSE,FALSE,FALSE
263,org.ganttproject.impex.msproject,GanttMPXJOpen,processTask(TaskManager;MPXCalendar;Task;DefaultMutableTreeNode),99,15,11,0.214286,TRUE,TRUE,TRUE,TRUE
264,net.sourceforge.ganttproject.gui.options,CSVSettingsPanel,applyChanges(boolean),45,21,19,0.095238,FALSE,FALSE,FALSE,TRUE
265,net.sourceforge.ganttproject.task,TaskProperties,getProperty(Task;String),101,27,2,0.888889,TRUE,TRUE,TRUE,FALSE
266,freemind.modes.browsemode,BrowseHookFactory,BrowseHookFactory(),3,1,0,0,FALSE,FALSE,FALSE,FALSE
267,freemind.modes.browsemode,BrowseHookFactory,getPossibleNodeHooks(),3,1,0,0,FALSE,FALSE,FALSE,FALSE
268,freemind.modes.browsemode,BrowseHookFactory,getPossibleModeControllerHooks(),3,1,0,0,FALSE,FALSE,FALSE,FALSE
269,accessories.plugins,ImportMindmanagerFiles,importMindmanagerFile(File),41,7,2,0.666667,FALSE,FALSE,FALSE,FALSE
270,test.net.sourceforge.pmd.rules.basic,BasicRulesTest,setUp(),37,1,0,0,FALSE,FALSE,FALSE,FALSE
271,net.sourceforge.pmd.util,Benchmark,main(String[]),51,12,6,0,FALSE,FALSE,TRUE,TRUE
272,com.itextpdf.text.pdf.collection,PdfCollection,PdfCollection(int),16,4,6,0.333333,FALSE,FALSE,FALSE,TRUE
273,com.itextpdf.text.pdf.collection,PdfCollection,setInitialDocument(String),3,1,1,0,FALSE,FALSE,FALSE,FALSE
274,com.itextpdf.text.pdf.collection,PdfCollection,setSchema(PdfCollectionSchema),3,1,1,0,FALSE,FALSE,FALSE,FALSE
275,com.itextpdf.text.pdf.collection,PdfCollection,getSchema(),3,1,1,0,FALSE,FALSE,FALSE,FALSE
276,com.itextpdf.text.pdf.qrcode,Encoder,encode(String;ErrorCorrectionLevel;Map;QRCode),57,8,10,0.090909,FALSE,FALSE,FALSE,TRUE
277,com.itextpdf.text.pdf.fonts.cmaps,CMapParser,parse(InputStream),103,16,2,0.428571,TRUE,TRUE,TRUE,FALSE
278,com.itextpdf.text.html.simpleparser,FactoryProperties,getFont(ChainedProperties),33,12,11,0.083333,FALSE,FALSE,FALSE,TRUE
279,com.itextpdf.text.pdf.codec,TIFFFaxDecoder,decode2D(byte[];byte[];int;int;long),150,11,0,1,TRUE,TRUE,TRUE,FALSE
280,com.itextpdf.text.pdf.codec,TIFFFaxDecoder,decodeT6(byte[];byte[];int;int;long),217,23,0,1,TRUE,TRUE,TRUE,FALSE
281,com.itextpdf.text.pdf,PdfDocument,writeLineToContent(PdfLine;PdfContentByte;PdfContentByte;Object[];float),345,101,35,0.04878,TRUE,TRUE,TRUE,TRUE
282,com.itextpdf.text.pdf,PdfContentByte,addImage(Image;float;float;float;float;float;float;boolean),115,26,12,0.294118,TRUE,TRUE,TRUE,TRUE
283,com.itextpdf.text.pdf,AcroFields,setFieldProperty(String;String;Object;int[]),150,38,15,0.190476,TRUE,TRUE,TRUE,TRUE
284,com.itextpdf.text.pdf,BidiOrder,resolveWeakTypes(int;int;byte;byte;byte),110,35,0,1,TRUE,TRUE,TRUE,FALSE
285,com.itextpdf.text.pdf,PdfPRow,writeCells(int;int;float;float;PdfContentByte[]),223,49,35,0.146341,TRUE,TRUE,TRUE,TRUE
286,com.itextpdf.text.pdf,SimpleBookmark,createOutlineAction(PdfDictionary;HashMap;PdfWriter;boolean),103,29,13,0,TRUE,TRUE,TRUE,TRUE
287,org.gjt.sp.jedit.help,HistoryButton,HistoryButton(int;HelpHistoryModel),26,1,0,1,FALSE,FALSE,FALSE,FALSE
288,org.gjt.sp.jedit.help,HistoryButton,setEnabled(boolean),6,1,0,1,FALSE,FALSE,FALSE,FALSE
289,org.gjt.sp.jedit.help,HistoryButton,addActionListener(ActionListener),5,1,0,1,FALSE,FALSE,FALSE,FALSE
290,org.gjt.sp.jedit.help,HelpIndex,indexEditorHelp(),35,5,5,0.2,FALSE,FALSE,FALSE,TRUE
291,org.gjt.sp.jedit.textarea,ChunkCache,updateChunksUpTo(int),167,24,8,0.272727,TRUE,TRUE,TRUE,TRUE
292,org.gjt.sp.jedit,Buffer,save(View;String;boolean;boolean),194,29,10,0.428571,TRUE,TRUE,TRUE,FALSE
293,org.gjt.sp.jedit.gui,ExtendedGridLayout,buildGrid(Container;List;Set;Set),197,37,4,0,TRUE,TRUE,TRUE,TRUE
294,org.columba.core.gui.trayicon,ColumbaTrayIcon,ColumbaTrayIcon(),5,1,0,1,FALSE,FALSE,FALSE,FALSE
295,org.columba.core.gui.trayicon,ColumbaTrayIcon,getInstance(),3,1,0,1,FALSE,FALSE,FALSE,FALSE
296,org.columba.core.gui.trayicon,ColumbaTrayIcon,addToSystemTray(IFrameMediator),15,1,1,1,FALSE,FALSE,FALSE,FALSE
297,org.columba.core.gui.trayicon,ColumbaTrayIcon,setTooltip(String),3,1,0,1,FALSE,FALSE,FALSE,FALSE
298,org.columba.mail.gui.composer.html,HtmlEditorView,keyTyped(KeyEvent),151,1,0,0,FALSE,FALSE,FALSE,FALSE
299,org.columba.mail.smtp,SMTPServer,ensureAuthenticated(),167,16,10,0.4,TRUE,TRUE,TRUE,TRUE
300,org.columba.mail,EudoraMailImportFilter,convertAndSaveMessage(String;String;IWorkerStatusController;IMailbox),160,18,3,0.4,TRUE,TRUE,TRUE,FALSE
301,org.columba.mail.folder.imap,IMAPFolder,synchronizeHeaderlist(),265,37,4,0.666667,TRUE,TRUE,TRUE,FALSE
302,org.jhotdraw.draw.locator,AbstractLocator,AbstractLocator(),2,1,0,0,FALSE,FALSE,FALSE,FALSE
303,org.jhotdraw.draw.locator,AbstractLocator,locate(Figure;Figure),4,1,0,0,FALSE,FALSE,FALSE,FALSE
304,org.jhotdraw.draw.locator,BezierPointLocator,BezierPointLocator(int),4,1,0,1,FALSE,FALSE,FALSE,FALSE
305,org.jhotdraw.draw.locator,BezierPointLocator,BezierPointLocator(int;int),4,1,0,1,FALSE,FALSE,FALSE,FALSE
306,org.jhotdraw.samples.odg.io,ODGStylesReader,readGraphicPropertiesElement(IXMLElement;HashMap),56,7,9,0,FALSE,FALSE,FALSE,TRUE
307,org.jhotdraw.samples.odg.io,ODGStylesReader,readStylesElement(IXMLElement),3,1,0,1,FALSE,FALSE,FALSE,FALSE
308,org.jhotdraw.samples.odg.io,ODGInputFormat,toPath(String),441,89,10,0.090909,TRUE,TRUE,TRUE,TRUE
309,org.jhotdraw.draw,DefaultDrawingViewTransferHandler,importData(JComponent;Transferable;HashSet;Point),223,29,0,1,TRUE,TRUE,TRUE,FALSE
310,artofillusion.animation.distortion,CustomDistortionTrack,CustomDistortionTrack(ObjectInfo),14,1,1,0.875,FALSE,FALSE,FALSE,FALSE
311,artofillusion.animation.distortion,CustomDistortionTrack,apply(double),15,3,5,0.583333,FALSE,FALSE,FALSE,FALSE
312,artofillusion.animation.distortion,CustomDistortionTrack,duplicate(Object),14,1,0,1,FALSE,FALSE,FALSE,FALSE
313,artofillusion.animation.distortion,CustomDistortionTrack,copy(Track),13,1,0,1,FALSE,FALSE,FALSE,FALSE
314,artofillusion.animation.distortion,BendDistortion,transform(Mesh),105,25,4,0.692308,TRUE,TRUE,TRUE,FALSE
315,artofillusion.object,TriangleMesh,doSubdivide(TriangleMesh;Vertex[];Edge[];Face[];boolean[];Vertex[];Edge[];Face[];double[][][];double[][][];int[]),346,51,0,0.133333,TRUE,TRUE,TRUE,FALSE
316,artofillusion.object,SplineMesh,interpOneAxis(MeshVertex[][];float[];double[][][];boolean;double),102,23,1,0.5,TRUE,TRUE,TRUE,FALSE
317,artofillusion.view,SoftwareCanvasDrawer,renderFlatTriangle(Vec2;double;Vec2;double;Vec2;double;int;int;double;int;RGBColor),309,55,5,0.444444,TRUE,TRUE,TRUE,FALSE
318,artofillusion.view,SoftwareCanvasDrawer,renderSmoothTriangle(Vec2;double;Vec2;double;Vec2;double;int;int;double;RGBColor;RGBColor;RGBColor),367,30,5,0.285714,TRUE,TRUE,TRUE,TRUE
319,artofillusion.raytracer,PhotonMap,propagateRay(Ray;OctreeNode;RTObject;double;MaterialMapping;MaterialMapping;Mat4;Mat4;RGBColor;int;double;boolean;boolean),135,23,23,0.115385,TRUE,TRUE,TRUE,TRUE
320,artofillusion.raytracer,Raytracer,traceLightRay(Ray;Light;int;OctreeNode;OctreeNode;double;double;MaterialMapping;MaterialMapping;Mat4;Mat4),107,33,13,0.181818,TRUE,TRUE,TRUE,TRUE
321,artofillusion.raster,Raster,createFinalImage(Vec3;Vec3;Vec3;Vec3),165,11,5,0.666667,TRUE,TRUE,TRUE,FALSE
322,artofillusion.raster,Raster,renderTriangleGouraud(Vec2;float;double;double;RGBColor;RGBColor;Vec2;float;double;double;RGBColor;RGBColor;Vec2;float;double;double;RGBColor;RGBColor;RenderingTriangle;double;double;boolean;ObjectMaterialInfo;RasterContext),646,39,12,0.333333,TRUE,TRUE,TRUE,TRUE
323,artofillusion.raster,Raster,renderTriangleHybrid(Vec2;float;Vec3;Vec3;double;double;RGBColor;Vec2;float;Vec3;Vec3;double;double;RGBColor;Vec2;float;Vec3;Vec3;double;double;RGBColor;RenderingTriangle;Vec3;Vec3;double;double;boolean;ObjectMaterialInfo;RasterContext),673,53,18,0.28,TRUE,TRUE,TRUE,TRUE
324,artofillusion.raster,Raster,renderTrianglePhong(Vec2;float;Vec3;Vec3;double;double;Vec2;float;Vec3;Vec3;double;double;Vec2;float;Vec3;Vec3;double;double;RenderingTriangle;Vec3;Vec3;double;boolean;boolean;ObjectMaterialInfo;RasterContext),576,55,19,0.269231,TRUE,TRUE,TRUE,TRUE
325,org.hsqldb.result,ResultMetaData,ResultMetaData(int),3,1,0,1,FALSE,FALSE,FALSE,FALSE
326,org.hsqldb.result,ResultMetaData,newUpdateResultMetaData(Type[]),12,1,0,1,FALSE,FALSE,FALSE,FALSE
327,org.hsqldb.result,ResultMetaData,newSimpleResultMetaData(Type[]),10,1,0,1,FALSE,FALSE,FALSE,FALSE
328,org.hsqldb.result,ResultMetaData,newResultMetaData(int),6,1,0,0,FALSE,FALSE,FALSE,FALSE
329,org.hsqldb.result,Result,newResult(Session;DataInput;RowInputBinary;int),239,41,39,0.35,TRUE,TRUE,TRUE,TRUE
330,org.hsqldb,ParserDML,resolveUpdateExpressions(Table;RangeVariable[];int[];Expression[];RangeVariable[]),105,22,14,0.066667,TRUE,TRUE,TRUE,TRUE
331,org.hsqldb,SchemaObjectSet,addAllSQL(OrderedHashSet;OrderedHashSet;HsqlArrayList;Iterator;OrderedHashSet),103,26,16,0,TRUE,TRUE,TRUE,TRUE
332,org.hsqldb,StatementDML,performReferentialActions(Session;Table;RowSetNavigatorDataChange;Row;Object[];int[];HashSet),145,25,21,0,TRUE,TRUE,TRUE,TRUE
333,org.hsqldb,ParserDQL,readExpression(HsqlArrayList;short[];int;int;boolean),132,24,13,0.176471,TRUE,TRUE,TRUE,TRUE
334,org.hsqldb.index,IndexAVL,findNode(Session;PersistentStore;Object[];int[];int;int;int;boolean),143,26,11,0.153846,TRUE,TRUE,TRUE,TRUE
335,org.hsqldb.cmdline,SqlFile,displayResultSet(Statement;ResultSet;int[];String),429,97,11,0.59375,TRUE,TRUE,TRUE,FALSE
336,org.hsqldb.store,BaseHashMap,addOrRemoveMultiVal(long;long;Object;Object;boolean;boolean),183,42,2,0.904762,TRUE,TRUE,TRUE,FALSE
337,org.apache.jmeter.protocol.http.control,HttpMirrorThread,HttpMirrorThread(Socket),3,1,0,1,FALSE,FALSE,FALSE,FALSE
338,org.apache.jmeter.monitor.parser,MonitorHandler,startElement(String;String;String;Attributes),129,53,33,0.232558,TRUE,TRUE,TRUE,TRUE
339,org.apache.xerces.impl,XMLVersionDetector,reset(XMLComponentManager),10,2,0,1,FALSE,FALSE,FALSE,FALSE
340,org.apache.xerces.impl,XMLVersionDetector,startDocumentParsing(XMLEntityHandler;short),18,2,11,0.266667,FALSE,FALSE,FALSE,TRUE
341,org.apache.xerces.impl,XMLVersionDetector,fixupCurrentEntity(XMLEntityManager;char[];int),25,4,8,0,FALSE,FALSE,FALSE,TRUE
342,org.apache.xerces.impl,XMLEntityManager,setupCurrentEntity(String;XMLInputSource;boolean;boolean),251,66,8,0.4,TRUE,TRUE,TRUE,TRUE
343,jena,sparql,main(String[]),4,1,0,0,FALSE,FALSE,FALSE,FALSE
344,jena,dbdump,main(String[]),13,1,0,1,FALSE,FALSE,FALSE,FALSE
345,jena,dbdump,dbdump(),4,1,0,0,FALSE,FALSE,FALSE,FALSE
346,jena,schemagen,determineLanguage(),39,7,7,0.222222,FALSE,FALSE,FALSE,TRUE
347,com.hp.hpl.jena.rdf.arp,JenaReader,processArpOptions(ARPOptions;String;Object;RDFErrorHandler),117,31,1,0.8,TRUE,TRUE,TRUE,FALSE
348,com.hp.hpl.jena.reasoner.rulesys.impl,LPInterpreter,run(),394,92,52,0.15873,TRUE,TRUE,TRUE,TRUE
349,com.hp.hpl.jena.reasoner.rulesys,FBRuleInfGraph,prepare(),102,22,7,0.65,TRUE,TRUE,TRUE,FALSE
350,org.jgroups.demos.wb,Node,toString(),5,1,0,1,FALSE,FALSE,FALSE,FALSE
351,org.jgroups.demos.wb,MessageDialog,MessageDialog(Frame;String;String),27,1,0,1,FALSE,FALSE,FALSE,FALSE
352,net.sf.freecol.client.gui.i18n,Relation,Relation(List),3,1,0,0,FALSE,FALSE,FALSE,FALSE
353,net.sf.freecol.client.gui.i18n,Relation,Relation(int;int),4,1,0,1,FALSE,FALSE,FALSE,FALSE
354,net.sf.freecol.client.gui,TilePopup,TilePopup(Tile;FreeColClient;Canvas;GUI),289,34,16,0.272727,TRUE,TRUE,TRUE,TRUE
355,edu.rice.cs.drjava.model.repl,InteractionsEditorKit,InteractionsEditorKit(),2,1,0,0,FALSE,FALSE,FALSE,FALSE
356,edu.rice.cs.drjava.model.repl,InteractionsEditorKit,getContentType(),1,1,0,0,FALSE,FALSE,FALSE,FALSE
357,edu.rice.cs.drjava.model.repl,InteractionsEditorKit,getViewFactory(),1,1,0,1,FALSE,FALSE,FALSE,FALSE
358,edu.rice.cs.drjava.model.repl,InteractionsDJDocument,setColoring(int;Graphics),54,13,19,0.05,FALSE,FALSE,FALSE,TRUE
359,edu.rice.cs.drjava.ui,AutoCompletePopup,show(Component;String;String;int;SizedIterable;SizedIterable;int;Runnable;SizedIterable),124,8,2,0.5,TRUE,TRUE,TRUE,FALSE
360,org.apache.xpath,VariableStack,VariableStack(),4,1,0,0,FALSE,FALSE,FALSE,FALSE
361,org.apache.xpath,VariableStack,VariableStack(int),5,1,0,0,FALSE,FALSE,FALSE,FALSE
362,org.apache.xpath,VariableStack,clone(),11,1,0,1,FALSE,FALSE,FALSE,FALSE
363,org.apache.xalan.xsltc.compiler,Sort,compileSortRecordFactory(Vector;ClassGenerator;MethodGenerator;String),141,6,4,0.733333,FALSE,FALSE,FALSE,FALSE
364,org.apache.xalan.xsltc.dom,XSLTCDTMManager,getDTM(Source;boolean;DTMWSFilter;boolean;boolean;boolean;int;boolean;boolean),152,27,5,0.375,TRUE,TRUE,TRUE,TRUE
365,edu.umd.cs.findbugs.jaif,JAIFEnumConstant,JAIFEnumConstant(String),3,1,0,1,FALSE,FALSE,FALSE,FALSE
366,edu.umd.cs.findbugs.jaif,JAIFEnumConstant,getName(),3,1,0,1,FALSE,FALSE,FALSE,FALSE
367,edu.umd.cs.findbugs.jaif,JAIFEnumConstant,toString(),4,1,0,1,FALSE,FALSE,FALSE,FALSE
368,edu.umd.cs.findbugs.classfile.engine,ClassParserUsingASM,parse(ClassNameAndSuperclassInfo.Builder),325,40,3,0.5,TRUE,TRUE,TRUE,FALSE
369,edu.umd.cs.findbugs.ba.npe,IsNullValueAnalysis,meetInto(IsNullValueFrame;Edge;IsNullValueFrame;boolean),192,43,8,0.529412,TRUE,TRUE,TRUE,FALSE
370,edu.umd.cs.findbugs.detect,FindOpenStream,analyzeMethod(ClassContext;Method;StreamResourceTracker;ResourceCollection),118,21,10,0.277778,TRUE,TRUE,TRUE,TRUE
371,org.exolab.castor.builder.appInfo.generated.simple,Father,Father(),3,1,0,0,FALSE,FALSE,FALSE,FALSE
372,org.exolab.castor.builder.appInfo.generated.simple,Father,deleteSsnr(),4,1,0,1,FALSE,FALSE,FALSE,FALSE
373,org.exolab.castor.builder.appInfo.generated.simple,Father,getFirstName(),4,1,0,1,FALSE,FALSE,FALSE,FALSE
374,org.castor.xmlctf.bestpractise.genpackage.descriptors,PartialTerminationDescriptor,PartialTerminationDescriptor(),250,1,13,0.1875,FALSE,FALSE,FALSE,TRUE
375,org.castor.cpa.persistence.sql.driver,InterbaseQueryExpression,appendJoin(JDBCQueryExpression.Join),28,5,10,0.285714,FALSE,FALSE,FALSE,TRUE
376,org.exolab.castor.xml,Marshaller,marshal(Object;XMLFieldDescriptor;ContentHandler;Marshaller.MarshalState),1134,248,13,0.660377,TRUE,TRUE,TRUE,FALSE
377,org.exolab.castor.xml,UnmarshalHandler,startElement(String;String;String;Attributes),166,46,3,0.6875,TRUE,TRUE,TRUE,FALSE
378,org.exoplatform.faces.core.renderer.html,StringInputRenderer,encodeBegin(FacesContext;UIComponent),38,12,8,0,FALSE,FALSE,FALSE,TRUE
379,org.exoplatform.services.organization.ldap,UserHandler,findUsers(Query),108,23,5,0.166667,TRUE,TRUE,TRUE,TRUE
380,org.jfree.chart.plot,SpiderWebPlot,drawRadarPoly(Graphics2D;Rectangle2D;Point2D;PlotRenderingInfo;int;int;double;double),112,10,0,1,TRUE,TRUE,TRUE,FALSE
381,org.apache.lucene.search.highlight,QueryTermExtractor,getTerms(Query),4,1,0,0,FALSE,FALSE,FALSE,FALSE
382,org.apache.lucene.search.highlight,Highlighter,getBestTextFragments(TokenStream;String;boolean;int),183,23,6,0.454545,TRUE,TRUE,TRUE,FALSE
383,org.apache.lucene.index,DirectoryReader,DirectoryReader(Directory;SegmentInfos;SegmentReader[];int[];Map;boolean;boolean;int;Collection),125,20,2,0.75,TRUE,TRUE,TRUE,FALSE
384,org.apache.lucene.index,FreqProxTermsWriter,appendPostings(String;SegmentWriteState;FreqProxTermsWriterPerField[];FormatPostingsFieldsConsumer),175,26,16,0.058824,TRUE,TRUE,TRUE,TRUE
385,org.apache.catalina.valves,RemoteAddrValve,getInfo(),6,1,0,1,FALSE,FALSE,FALSE,FALSE
386,org.apache.catalina.valves,RemoteAddrValve,invoke(Request;Response),7,1,1,0,FALSE,FALSE,FALSE,FALSE
387,org.apache.catalina.valves,JDBCAccessLogValve,JDBCAccessLogValve(),21,1,0,1,FALSE,FALSE,FALSE,FALSE
388,org.apache.naming.factory.webservices,ServiceRefFactory,getObjectInstance(Object;Name;Context;Hashtable),248,40,14,0,TRUE,TRUE,TRUE,TRUE
389,megamek.client.bot.ui.AWT,BotGUI,BotGUI(BotClient),3,1,0,1,FALSE,FALSE,FALSE,FALSE
390,megamek.common.weapons,MissileWeaponHandler,calcHits(Vector),206,58,26,0.365854,TRUE,TRUE,TRUE,TRUE
391,megamek.common.weapons,WeaponHandler,handleEntityDamage(Entity;Vector;Building;int;int;int),103,16,20,0.487179,TRUE,TRUE,TRUE,FALSE
392,megamek.common,Mech,getBattleForceStandardWeaponsDamage(int;int;boolean;boolean),381,150,41,0.229167,TRUE,TRUE,TRUE,TRUE
393,megamek.common.actions,AbstractAttackAction,nightModifiers(IGame;Targetable;AmmoType;Entity;boolean),126,35,15,0.066667,TRUE,TRUE,TRUE,TRUE
394,net.sf.jasperreports.engine.xml,JRGenericPrintElementParameterFactory,createObject(Attributes),6,1,1,0.5,FALSE,FALSE,FALSE,FALSE
